"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
18,"Some-college,","Never-married,","?,","Female,","6,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
46,"Assoc-acdm,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
43,"Bachelors,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
58,"HS-grad,","Widowed,","Craft-repair,","Male,","40,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Sales,","Male,","45,","United-States,","<=50K"
37,"Some-college,","Separated,","?,","Male,","40,","United-States,","<=50K"
21,"12th,","Never-married,","Adm-clerical,","Male,","25,","United-States,","<=50K"
52,"Masters,","Never-married,","Adm-clerical,","Male,","70,","United-States,",">50K"
34,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","32,","United-States,",">50K"
28,"Assoc-voc,","Never-married,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
39,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","65,","United-States,","<=50K"
49,"11th,","Divorced,","Machine-op-inspct,","Female,","35,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","Jamaica,",">50K"
31,"Some-college,","Divorced,","Other-service,","Female,","20,","United-States,","<=50K"
18,"Some-college,","Never-married,","Handlers-cleaners,","Male,","30,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
51,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
21,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
18,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
31,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","35,","United-States,",">50K"
39,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
58,"11th,","Married-civ-spouse,","Adm-clerical,","Male,","48,","United-States,","<=50K"
36,"Masters,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
31,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","35,","United-States,",">50K"
19,"11th,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
38,"Assoc-voc,","Divorced,","Tech-support,","Female,","36,","United-States,","<=50K"
26,"Assoc-voc,","Never-married,","Prof-specialty,","Female,","60,","Jamaica,","<=50K"
38,"Assoc-acdm,","Divorced,","Adm-clerical,","Female,","16,","United-States,","<=50K"
36,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
25,"Bachelors,","Never-married,","Tech-support,","Male,","40,","?,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Tech-support,","Female,","25,","United-States,",">50K"
33,"HS-grad,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","?,","Male,","16,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
33,"Assoc-voc,","Divorced,","Sales,","Male,","40,","United-States,","<=50K"
25,"10th,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Sales,","Male,","66,","United-States,","<=50K"
19,"Some-college,","Never-married,","Adm-clerical,","Male,","25,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
26,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Female,","14,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","60,","United-States,",">50K"
60,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Adm-clerical,","Female,","14,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","90,","United-States,","<=50K"
36,"HS-grad,","Separated,","Machine-op-inspct,","Female,","36,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","38,","United-States,","<=50K"
22,"Some-college,","Never-married,","Adm-clerical,","Female,","25,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
36,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","65,","United-States,","<=50K"
57,"Masters,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
56,"7th-8th,","Married-civ-spouse,","Transport-moving,","Male,","36,","United-States,","<=50K"
24,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
35,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
51,"11th,","Divorced,","Sales,","Male,","40,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Exec-managerial,","Male,","44,","United-States,","<=50K"
36,"Assoc-acdm,","Divorced,","Adm-clerical,","Female,","42,","United-States,","<=50K"
51,"9th,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
46,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
42,"HS-grad,","Divorced,","Exec-managerial,","Female,","50,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","50,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
48,"Bachelors,","Divorced,","Sales,","Male,","40,","United-States,",">50K"
61,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
40,"12th,","Married-civ-spouse,","Transport-moving,","Male,","40,","Jamaica,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","20,","United-States,",">50K"
52,"HS-grad,","Married-spouse-absent,","Farming-fishing,","Male,","20,","Mexico,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
27,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
48,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
63,"9th,","Married-civ-spouse,","Craft-repair,","Male,","16,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
40,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Exec-managerial,","Male,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
31,"Prof-school,","Divorced,","Prof-specialty,","Male,","50,","United-States,",">50K"
32,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","55,","United-States,",">50K"
30,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","72,","United-States,","<=50K"
39,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
31,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","35,","United-States,","<=50K"
21,"Some-college,","Never-married,","?,","Male,","20,","United-States,","<=50K"
33,"HS-grad,","Separated,","?,","Female,","40,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
22,"Some-college,","Never-married,","Farming-fishing,","Male,","25,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","?,","<=50K"
36,"Assoc-acdm,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
39,"Masters,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
61,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Female,","25,","Germany,","<=50K"
39,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","90,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","80,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Male,","15,","United-States,","<=50K"
75,"Bachelors,","Widowed,","Prof-specialty,","Male,","48,","United-States,",">50K"
21,"Some-college,","Never-married,","Other-service,","Male,","24,","United-States,","<=50K"
81,"Some-college,","Married-civ-spouse,","Sales,","Male,","15,","United-States,","<=50K"
54,"HS-grad,","Divorced,","Other-service,","Male,","40,","Canada,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","65,","Iran,","<=50K"
54,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","Philippines,",">50K"
41,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","45,","United-States,","<=50K"
61,"Bachelors,","Divorced,","?,","Female,","40,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","20,","United-States,","<=50K"
24,"Some-college,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
20,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","Mexico,","<=50K"
44,"Bachelors,","Divorced,","Prof-specialty,","Female,","60,","United-States,","<=50K"
47,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
31,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
41,"7th-8th,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","46,","United-States,",">50K"
28,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","Germany,",">50K"
71,"Some-college,","Married-civ-spouse,","?,","Male,","10,","United-States,","<=50K"
57,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Farming-fishing,","Male,","10,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","45,","United-States,",">50K"
30,"Some-college,","Divorced,","Adm-clerical,","Female,","55,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Adm-clerical,","Female,","45,","United-States,","<=50K"
54,"11th,","Divorced,","Priv-house-serv,","Female,","10,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","35,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
29,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
51,"Some-college,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","70,","United-States,","<=50K"
19,"Some-college,","Never-married,","Adm-clerical,","Female,","38,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Farming-fishing,","Male,","40,","United-States,","<=50K"
59,"Some-college,","Divorced,","Adm-clerical,","Female,","38,","United-States,","<=50K"
18,"11th,","Never-married,","Sales,","Male,","13,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
39,"Assoc-acdm,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
31,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
28,"11th,","Separated,","Craft-repair,","Female,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Exec-managerial,","Female,","7,","United-States,","<=50K"
67,"Masters,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
17,"11th,","Never-married,","Sales,","Female,","25,","United-States,","<=50K"
47,"Assoc-acdm,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
23,"Bachelors,","Never-married,","Adm-clerical,","Female,","5,","United-States,","<=50K"
20,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","40,","Peru,","<=50K"
22,"HS-grad,","Never-married,","Sales,","Female,","40,","Peru,","<=50K"
47,"7th-8th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
49,"Some-college,","Married-civ-spouse,","Sales,","Female,","40,","United-States,",">50K"
64,"Some-college,","Married-civ-spouse,","?,","Male,","20,","United-States,","<=50K"
35,"Some-college,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
52,"Some-college,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
29,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
73,"10th,","Widowed,","Sales,","Female,","40,","Canada,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
59,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","52,","United-States,",">50K"
35,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
18,"Some-college,","Never-married,","Sales,","Female,","15,","United-States,","<=50K"
24,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
40,"Some-college,","Divorced,","Exec-managerial,","Female,","55,","United-States,","<=50K"
55,"HS-grad,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"HS-grad,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
40,"Bachelors,","Never-married,","Prof-specialty,","Female,","60,","United-States,","<=50K"
22,"HS-grad,","Divorced,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
55,"Some-college,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
45,"HS-grad,","Separated,","Tech-support,","Female,","26,","United-States,","<=50K"
47,"Bachelors,","Never-married,","Prof-specialty,","Female,","50,","United-States,",">50K"
56,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
32,"Some-college,","Never-married,","Adm-clerical,","Male,","38,","United-States,","<=50K"
17,"10th,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
44,"Some-college,","Divorced,","Exec-managerial,","Male,","50,","United-States,","<=50K"
32,"Assoc-acdm,","Never-married,","Sales,","Male,","80,","United-States,","<=50K"
35,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
27,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
68,"11th,","Divorced,","Transport-moving,","Male,","70,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
33,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
24,"9th,","Never-married,","Handlers-cleaners,","Male,","12,","United-States,","<=50K"
48,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
45,"Masters,","Divorced,","Prof-specialty,","Female,","50,","United-States,","<=50K"
48,"Some-college,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
28,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
60,"Some-college,","Married-civ-spouse,","?,","Male,","35,","United-States,",">50K"
39,"Masters,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
23,"12th,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
36,"Some-college,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
25,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,","<=50K"
52,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
45,"Bachelors,","Married-civ-spouse,","Sales,","Female,","42,","United-States,",">50K"
37,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","?,",">50K"
58,"Assoc-voc,","Widowed,","Prof-specialty,","Female,","40,","United-States,","<=50K"
67,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","2,","United-States,","<=50K"
48,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Female,","8,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","48,","United-States,","<=50K"
24,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","72,","United-States,",">50K"
43,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
36,"HS-grad,","Divorced,","Transport-moving,","Male,","60,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","72,","Mexico,","<=50K"
36,"Some-college,","Never-married,","Craft-repair,","Male,","40,","Laos,","<=50K"
43,"Some-college,","Never-married,","Adm-clerical,","Female,","50,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
17,"11th,","Never-married,","Other-service,","Male,","12,","United-States,","<=50K"
45,"Bachelors,","Divorced,","Sales,","Female,","46,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","38,","United-States,","<=50K"
18,"HS-grad,","Never-married,","?,","Female,","35,","United-States,","<=50K"
48,"Assoc-acdm,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
51,"Assoc-voc,","Married-civ-spouse,","?,","Male,","50,","United-States,",">50K"
26,"Some-college,","Never-married,","Other-service,","Female,","24,","United-States,","<=50K"
54,"Preschool,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
22,"Some-college,","Divorced,","Sales,","Female,","48,","Iran,","<=50K"
19,"HS-grad,","Never-married,","Transport-moving,","Male,","35,","United-States,","<=50K"
47,"7th-8th,","Divorced,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
32,"HS-grad,","Married-spouse-absent,","Other-service,","Female,","20,","United-States,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
30,"Bachelors,","Never-married,","Tech-support,","Female,","40,","United-States,",">50K"
35,"Masters,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
52,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
73,"12th,","Married-civ-spouse,","Farming-fishing,","Male,","18,","United-States,","<=50K"
17,"10th,","Never-married,","Other-service,","Male,","10,","Canada,","<=50K"
32,"Bachelors,","Separated,","Prof-specialty,","Female,","32,","United-States,","<=50K"
43,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
19,"HS-grad,","Never-married,","?,","Male,","40,","Portugal,","<=50K"
26,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","Columbia,","<=50K"
41,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
49,"Assoc-acdm,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
52,"Some-college,","Separated,","Protective-serv,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Separated,","Adm-clerical,","Female,","32,","United-States,","<=50K"
57,"11th,","Married-civ-spouse,","Other-service,","Male,","52,","United-States,","<=50K"
35,"Assoc-voc,","Married-spouse-absent,","Prof-specialty,","Female,","44,","United-States,","<=50K"
33,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
56,"7th-8th,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
42,"Bachelors,","Never-married,","Sales,","Male,","60,","United-States,","<=50K"
17,"Some-college,","Never-married,","Adm-clerical,","Male,","20,","United-States,","<=50K"
49,"HS-grad,","Divorced,","Adm-clerical,","Female,","35,","United-States,","<=50K"
39,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
34,"Some-college,","Divorced,","Adm-clerical,","Female,","50,","United-States,","<=50K"
37,"Some-college,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
22,"12th,","Never-married,","Other-service,","Male,","35,","United-States,","<=50K"
27,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","Mexico,","<=50K"
21,"Some-college,","Never-married,","Sales,","Female,","25,","United-States,","<=50K"
59,"Some-college,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
53,"10th,","Married-spouse-absent,","Transport-moving,","Male,","99,","United-States,","<=50K"
26,"11th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
48,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
39,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","70,","United-States,","<=50K"
34,"HS-grad,","Never-married,","Other-service,","Female,","32,","United-States,","<=50K"
54,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","38,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,",">50K"
60,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
48,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
35,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
40,"Assoc-acdm,","Divorced,","Prof-specialty,","Female,","50,","United-States,","<=50K"
30,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","70,","United-States,","<=50K"
65,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
31,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
46,"Assoc-acdm,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
67,"9th,","Divorced,","?,","Female,","40,","United-States,","<=50K"
62,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
38,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","Cuba,","<=50K"
24,"Bachelors,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
24,"Some-college,","Never-married,","Sales,","Female,","50,","Philippines,","<=50K"
27,"Bachelors,","Never-married,","Prof-specialty,","Female,","48,","United-States,","<=50K"
43,"Assoc-acdm,","Married-spouse-absent,","Other-service,","Female,","30,","United-States,","<=50K"
48,"HS-grad,","Divorced,","Handlers-cleaners,","Female,","40,","South,","<=50K"
41,"HS-grad,","Separated,","Craft-repair,","Male,","40,","United-States,","<=50K"
30,"Some-college,","Married-civ-spouse,","Tech-support,","Female,","45,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
45,"Prof-school,","Never-married,","Prof-specialty,","Male,","40,","United-States,",">50K"
45,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
55,"Some-college,","Divorced,","Adm-clerical,","Female,","38,","United-States,","<=50K"
46,"7th-8th,","Married-civ-spouse,","Exec-managerial,","Male,","75,","Greece,","<=50K"
24,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
31,"Some-college,","Never-married,","Adm-clerical,","Female,","25,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
37,"Some-college,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
29,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
56,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
60,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,",">50K"
25,"Bachelors,","Never-married,","Exec-managerial,","Male,","60,","United-States,","<=50K"
33,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
46,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","England,",">50K"
44,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
63,"Bachelors,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","30,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","Mexico,","<=50K"
26,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","42,","United-States,","<=50K"
37,"HS-grad,","Never-married,","Transport-moving,","Male,","50,","United-States,","<=50K"
60,"Some-college,","Divorced,","?,","Female,","40,","United-States,",">50K"
33,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
26,"Assoc-voc,","Never-married,","Sales,","Female,","35,","United-States,","<=50K"
46,"Assoc-voc,","Divorced,","Exec-managerial,","Female,","63,","Thailand,","<=50K"
24,"HS-grad,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
47,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,",">50K"
27,"Some-college,","Never-married,","Tech-support,","Female,","30,","United-States,","<=50K"
46,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
47,"Assoc-acdm,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
47,"HS-grad,","Divorced,","Adm-clerical,","Male,","40,","Honduras,","<=50K"
69,"HS-grad,","Widowed,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
